time idA idB label
0 1 0 1
54 26 1 0
81 53 1 0
87 5 1 0
91 48 1 2
118 25 1 0
120 40 1 2
130 22 1 0
250 45 1 3
289 11 1 2
311 17 1 0
354 13 1 0
396 31 1 0
403 24 1 0
408 16 1 0
415 34 1 0
440 8 1 0
511 37 1 0
564 28 1 0
679 18 1 0
754 6 1 0
784 15 1 0
908 47 1 0
912 39 1 0
1042 57 1 1
1138 19 1 0
1404 21 1 0
1434 2 1 0
1440 42 1 0
1587 35 1 0
1811 29 1 0
1869 12 1 0
1907 3 1 3
1943 32 1 0
2742 30 1 0
2919 51 1 0
2992 20 1 0
3008 23 1 1
3158 20 1 0
3466 20 1 0
3691 7 1 0
4247 20 1 0
4289 50 1 0
4349 43 1 0
4370 20 1 0
4989 30 1 0
5975 56 1 0
6674 9 1 0
6994 52 1 0
7817 38 1 0
8130 54 1 0
8213 54 1 0
8412 10 1 0
10182 49 1 0
11119 41 1 0
11242 4 1 0
11261 4 1 0
11509 33 1 0
11984 36 1 0
12249 14 1 0
1229 55 5 0
2923 44 5 0
5047 5 44 0
236 27 25 0
322 11 11 0
420 13 13 0
4241 46 13 0
10679 13 46 0
4010 20 32 0
4097 20 32 0
