time idA idB label
0 1 0 1
115 5 1 0
149 6 1 3
273 2 1 0
302 18 1 2
311 7 1 2
398 20 1 0
470 10 1 0
473 20 1 2
528 20 1 0
535 8 1 0
580 19 1 0
710 11 1 0
835 2 1 3
861 14 1 0
915 15 1 0
1009 4 1 3
1165 17 1 0
1672 14 1 2
2641 13 1 0
3614 3 1 0
2866 14 5 0
2091 9 6 0
2622 6 9 0
2188 9 18 0
2227 18 9 0
2370 9 10 0
802 2 20 2
856 20 2 0
900 2 20 0
1021 12 20 2
1001 20 2 1
1057 2 20 0
1126 20 2 0
1078 20 12 0
2969 16 12 0
1133 12 20 3
3001 12 16 0
3042 16 12 0
3346 12 16 3
3398 20 12 0
3533 12 20 0
2806 14 13 3
