time idA idB label
0 4 0 1
30143 3 4 0
30165 42 4 0
30728 32 4 0
30798 28 4 0
30835 2 4 3
30980 12 4 0
31639 24 4 0
31857 26 4 0
31988 27 4 0
32048 29 4 2
32049 34 4 0
32191 43 4 2
32203 44 4 1
32494 21 4 2
32591 13 4 3
32877 35 4 0
33256 10 4 0
33487 8 4 0
33563 47 4 0
34133 52 4 2
34329 50 4 0
34588 17 4 0
35016 25 4 0
35274 16 4 0
35491 5 4 2
35606 14 4 0
35828 23 4 0
36426 51 4 2
36886 41 4 2
37173 19 4 0
37367 18 4 0
37611 36 4 0
37632 45 4 0
37637 39 4 0
38298 49 4 2
38683 48 4 0
38875 9 4 0
39025 30 4 0
39325 37 4 0
39571 20 4 2
39644 22 4 0
39679 38 4 0
40126 33 4 0
40323 46 4 3
40396 40 4 0
40547 1 4 0
41591 31 4 0
41602 31 4 2
30560 7 3 0
30931 3 7 0
31066 7 3 0
31203 3 7 0
32038 7 3 0
31673 15 24 0
31965 6 24 0
32534 15 6 0
32848 24 15 0
32914 15 24 0
32946 15 15 0
32060 11 27 0
