time idA idB label
0 15 0 1
200 16 15 0
232 6 15 0
461 8 15 3
501 5 15 3
647 4 15 3
2387 2 15 0
6290 1 15 0
6403 3 15 3
9115 13 15 0
9174 13 15 0
26757 10 15 3
334 11 16 0
578 15 16 0
394 16 11 0
552 11 16 3
674 16 11 0
898 11 16 0
961 11 16 0
987 11 16 0
1037 11 16 0
1472 16 11 0
1560 11 16 0
1833 16 11 3
1888 16 11 0
2018 16 11 0
2050 16 11 0
1909 11 16 0
1941 11 16 3
2138 11 16 0
2224 11 16 0
556 15 6 0
659 6 15 0
1174 6 15 0
1551 15 6 0
1769 6 15 3
634 15 8 0
663 14 8 3
685 14 8 0
46777 7 15 0
786 8 14 0
903 14 8 0
931 14 8 0
971 14 8 0
1040 8 14 2
1122 14 8 1
1173 8 8 0
1200 14 8 0
1236 8 14 1
1728 12 8 3
2370 8 12 0
9722 9 13 1
