 time idA idB label
0 0 4 0 1
1 40 10 4 0
2 51 13 4 1
3 81 6 4 2
4 107 11 4 0
5 118 12 4 0
6 131 14 4 2
7 254 15 4 2
8 652 1 4 0
9 1471 9 4 1
10 1586 7 10 0
11 1772 10 7 0
12 439 4 15 1
13 885 3 4 2
14 1737 5 3 1
15 2137 3 5 2
16 2401 5 3 1
17 2795 5 3 0
18 2895 3 5 2
19 3271 5 3 0
20 3120 3 5 2
21 5826 4 5 0
22 6988 8 3 1
23 7157 4 8 1
24 13840 2 8 0
25 140631 3 4 0
26 14446 4 2 1
27 14570 2 4 3
28 15039 4 2 0
29 15209 2 4 1
30 6011 5 4 1
31 6110 3 4 0
32 6258 5 3 0
33 6389 4 3 0
34 8870 16 3 1
35 6635 5 4 2
