time idA idB label
0 3 0 2
80 19 3 0
84 46 3 0
103 44 3 0
113 11 3 0
142 23 3 0
151 18 3 0
191 37 3 0
235 22 3 2
279 34 3 3
294 5 3 0
310 20 3 0
354 8 3 3
397 26 3 1
420 38 3 3
488 1 3 1
510 31 3 0
664 25 3 0
672 30 3 0
776 42 3 3
813 2 3 0
937 27 3 0
952 16 3 2
987 13 3 0
1040 17 3 3
1046 40 3 0
1098 40 3 0
1127 15 3 0
1130 14 3 1
1147 14 3 0
1329 39 3 3
1330 43 3 2
1364 10 3 0
1388 9 3 3
1488 21 3 2
1530 47 3 1
1592 29 3 3
2071 7 3 0
2110 49 3 3
2354 49 3 0
2472 36 3 0
2480 36 3 0
2507 36 3 0
2622 10 3 0
2945 24 3 0
3081 48 3 3
4155 4 3 1
4317 28 3 1
4582 6 3 1
6425 32 3 3
8019 33 3 0
5719 45 11 0
1170 40 22 0
1538 22 40 0
2777 40 22 0
2882 22 22 0
3202 40 22 0
3812 22 40 0
5560 45 5 0
711 25 25 0
1685 41 30 0
5513 45 27 2
2372 35 40 0
2680 40 35 0
4686 6 24 0
4929 24 6 0
4722 12 6 2
