 time idA idB label
0 0 3 0 2
1 80 16 3 0
2 84 39 3 0
3 103 38 3 0
4 113 9 3 0
5 142 20 3 0
6 151 15 3 0
7 191 31 3 0
8 235 19 3 2
9 279 28 3 3
10 294 4 3 0
11 310 17 3 0
12 354 6 3 3
13 397 23 3 1
14 420 32 3 3
15 488 1 3 1
16 510 27 3 0
17 664 22 3 0
18 672 26 3 0
19 776 36 3 3
20 813 2 3 0
21 937 24 3 0
22 952 13 3 2
23 987 10 3 0
24 1040 14 3 3
25 1046 34 3 0
26 1098 34 3 0
27 1127 12 3 0
28 1130 11 3 1
29 1147 11 3 0
30 1329 33 3 3
31 1330 37 3 2
32 1364 8 3 0
33 1388 7 3 3
34 1488 18 3 2
35 1530 40 3 1
36 1592 25 3 3
37 2071 5 3 0
38 2110 42 3 3
39 2354 42 3 0
40 2472 30 3 0
41 2480 30 3 0
42 2507 30 3 0
43 2622 8 3 0
44 2945 21 3 0
45 3081 41 3 3
46 1170 34 19 0
47 1538 19 34 0
48 2777 34 19 0
49 2882 19 19 0
50 3202 34 19 0
51 3812 19 34 0
52 711 22 22 0
53 1685 35 26 0
54 2372 29 34 0
55 2680 34 29 0
