time idA idB label
0 1 0 1
54 28 1 0
81 55 1 0
87 5 1 0
91 50 1 2
118 27 1 0
120 42 1 2
130 24 1 0
250 47 1 3
289 12 1 2
311 18 1 0
354 14 1 0
396 33 1 0
403 26 1 0
408 17 1 0
415 36 1 0
440 9 1 0
511 39 1 0
564 30 1 0
679 19 1 0
754 6 1 0
784 16 1 0
908 49 1 0
912 41 1 0
1042 59 1 1
1138 20 1 0
1404 22 1 0
1434 2 1 0
1440 44 1 0
1587 37 1 0
1811 31 1 0
1869 13 1 0
1907 3 1 3
1943 34 1 0
2742 32 1 0
2919 53 1 0
2992 21 1 0
3008 25 1 1
3158 21 1 0
3466 21 1 0
3691 7 1 0
4247 21 1 0
4289 52 1 0
4349 45 1 0
4370 21 1 0
4989 32 1 0
5975 58 1 0
6674 10 1 0
6994 54 1 0
7817 40 1 0
8130 56 1 0
8213 56 1 0
8412 11 1 0
10182 51 1 0
11119 43 1 0
11242 4 1 0
11261 4 1 0
11509 35 1 0
11984 38 1 0
12249 15 1 0
12810 23 1 0
1229 57 5 0
2923 46 5 0
5047 5 46 0
236 29 27 0
322 12 12 0
12635 8 12 0
420 14 14 0
4241 48 14 0
10679 14 48 0
4010 21 34 0
4097 21 34 0
12570 34 21 0
