 time idA idB label
0 0 3 0 1
1 30143 2 3 0
2 30165 26 3 0
3 30728 23 3 0
4 30798 21 3 0
5 30835 1 3 3
6 30980 10 3 0
7 31639 17 3 0
8 31857 19 3 0
9 31988 20 3 0
10 32048 22 3 2
11 32049 24 3 0
12 32191 27 3 2
13 32203 28 3 1
14 32494 16 3 2
15 32591 11 3 3
16 32877 25 3 0
17 33256 8 3 0
18 33487 7 3 0
19 33563 29 3 0
20 34133 31 3 2
21 34329 30 3 0
22 34588 15 3 0
23 35016 18 3 0
24 35274 14 3 0
25 35491 4 3 2
26 35606 12 3 0
27 30560 6 2 0
28 30931 2 6 0
29 31066 6 2 0
30 31203 2 6 0
31 32038 6 2 0
32 31673 13 17 0
33 31965 5 17 0
34 32534 13 5 0
35 32848 17 13 0
36 32914 13 17 0
37 32946 13 13 0
38 32060 9 20 0
