time idA idB label
0 1 0 1
115 5 1 0
149 6 1 3
273 2 1 0
302 19 1 2
311 7 1 2
398 21 1 0
470 11 1 0
473 21 1 2
528 21 1 0
535 9 1 0
580 20 1 0
710 12 1 0
835 2 1 3
861 15 1 0
915 16 1 0
1009 4 1 3
1165 18 1 0
1672 15 1 2
2641 14 1 0
3614 3 1 0
2866 15 5 0
2091 10 6 0
2622 6 10 0
2188 10 19 0
2227 19 10 0
2370 10 11 0
802 2 21 2
856 21 2 0
900 2 21 0
1021 13 21 2
1001 21 2 1
3791 8 2 0
1057 2 21 0
1126 21 2 0
1078 21 13 0
2969 17 13 0
1133 13 21 3
3001 13 17 0
3042 17 13 0
3346 13 17 3
3398 21 13 0
3662 17 13 0
3533 13 21 0
2806 15 14 3
