 time idA idB label
0 0 1 0 1
1 137 6 1 0
2 731 4 1 0
3 653 4 6 0
4 1086 5 4 0
5 1157 2 4 0
6 1212 2 4 0
7 1502 3 4 0
8 1253 4 5 2
9 1538 5 5 0
10 2075 5 5 0
11 2099 5 5 0
12 2115 5 5 0
13 2171 5 5 0
14 1671 4 5 0
15 1747 5 4 0
16 1785 5 4 0
17 1840 4 5 2
18 1911 5 4 0
19 2136 4 5 0
20 2144 4 5 0
21 1886 4 5 2
22 1904 4 5 0
23 1937 4 5 0
24 2227 4 5 2
25 2348 4 5 0
26 2259 4 5 2
27 1493 4 2 0
28 1568 4 2 0
29 1306 4 2 0
30 1526 4 2 0
31 1635 4 3 0
32 1908 3 4 0
33 1957 3 4 2
34 2008 3 4 0
35 1994 4 3 0
36 2062 3 4 0
37 2187 4 3 3
