 time idA idB label
0 0 13 0 1
1 89 7 13 0
2 563 14 13 1
3 1774 2 13 3
4 2317 22 13 1
5 3105 19 13 1
6 3773 24 13 0
7 4669 4 13 3
8 4814 11 13 0
9 5539 11 13 1
10 6485 18 13 0
11 7010 3 13 0
12 7295 26 13 0
13 7723 17 13 0
14 11028 5 13 0
15 70533 11 13 3
16 2530 12 14 0
17 2825 13 12 0
18 3083 14 12 0
19 3099 14 13 0
20 3124 14 13 0
21 41704 28 13 0
22 3241 13 14 0
23 3395 12 13 0
24 3556 23 12 0
25 14607 14 12 1
26 14163 21 23 0
27 15478 23 21 0
28 15661 21 23 0
29 15738 14 23 0
30 15795 14 21 0
31 15776 23 14 0
32 3737 20 14 0
33 15132 14 20 0
34 1913 8 2 0
35 1977 2 8 3
36 3751 9 22 0
37 3954 22 9 0
38 4501 13 24 1
39 5435 24 13 0
40 5718 13 24 0
41 6655 24 13 0
42 6896 13 24 0
43 8229 26 24 0
44 5040 10 11 0
45 5271 13 11 0
46 5301 11 10 0
47 70638 11 10 0
48 5535 10 11 0
49 5657 11 10 1
50 69728 11 10 0
51 5911 13 11 0
52 5925 6 11 0
53 70734 11 11 0
54 5976 10 13 0
55 6035 16 13 0
56 155354 11 6 0
57 5325 10 13 0
58 5762 25 13 0
59 5908 25 13 0
60 5978 25 13 0
61 6052 1 13 0
62 6081 25 13 0
63 8135 27 13 0
64 9045 27 13 0
65 9077 27 13 0
66 5920 10 25 3
67 6040 13 25 0
68 9592 13 27 0
69 9721 27 13 0
70 9751 27 13 0
71 9764 27 13 0
72 69068 11 13 1
73 7552 17 18 0
74 7673 15 18 0
75 7599 18 17 0
76 8014 17 18 0
77 7783 18 15 0
78 8113 13 18 0
79 8221 18 13 0
80 7573 13 26 0
