time idA idB label
0 10 0 1
30143 8 10 0
30165 97 10 0
30728 74 10 0
30798 64 10 0
30835 7 10 3
30980 26 10 0
31639 50 10 0
31857 60 10 0
31988 61 10 0
32048 66 10 2
32049 77 10 0
32191 100 10 2
32203 103 10 1
32494 44 10 2
32591 28 10 3
32877 78 10 0
33256 21 10 0
33487 19 10 0
33563 112 10 0
34133 129 10 2
34329 119 10 0
34588 33 10 0
35016 55 10 0
35274 31 10 0
35491 12 10 2
35606 29 10 0
35828 49 10 0
36426 127 10 2
36886 94 10 2
37173 40 10 0
37367 37 10 0
37611 82 10 0
37632 105 10 0
37637 88 10 0
38298 118 10 2
38683 116 10 0
38875 20 10 0
39025 67 10 0
39325 84 10 0
39571 43 10 2
39644 47 10 0
39679 86 10 0
40126 75 10 0
40323 111 10 3
40396 92 10 0
40547 3 10 0
41591 72 10 0
41602 72 10 2
41968 39 10 2
41999 106 10 0
42089 87 10 0
42161 14 10 0
42328 124 10 0
42433 48 10 2
42528 114 10 2
42570 22 10 2
43172 128 10 0
43494 104 10 2
43535 13 10 0
44461 98 10 3
44607 107 10 0
44843 95 10 0
45082 76 10 0
45270 117 10 2
46404 32 10 0
46545 16 10 3
46638 1 10 2
47678 59 10 0
48268 15 10 0
48309 101 10 0
48639 126 10 0
48666 122 10 2
49441 113 10 0
49500 121 10 2
49630 63 10 1
49741 99 10 0
50135 108 10 0
51574 81 10 0
52006 58 10 0
52894 85 10 0
53960 46 10 0
54295 110 10 0
55055 36 10 3
56414 2 10 3
56630 96 10 0
57234 91 10 0
58848 73 10 0
59267 71 10 2
59830 51 10 0
62383 34 10 2
62436 52 10 0
62886 38 10 0
63168 68 10 0
64769 62 10 2
65386 54 10 0
66247 83 10 2
67535 9 10 2
68061 42 10 0
68114 90 10 0
70552 125 10 0
71167 125 10 0
71619 35 10 0
71826 102 10 2
72538 70 10 2
74977 109 10 2
76102 65 10 0
76458 41 10 3
77002 93 10 0
84853 11 10 1
88107 53 10 0
97567 69 10 0
102904 89 10 0
104925 79 10 0
106569 24 10 0
107756 120 10 0
122186 4 10 0
138649 80 10 2
140874 56 10 3
160821 57 10 0
185186 123 10 3
190773 5 10 0
201215 27 10 0
207665 115 10 0
210429 45 10 0
245610 23 10 0
30560 18 8 0
30931 8 18 0
31066 18 8 0
31203 8 18 0
32038 18 8 0
31673 30 50 0
31965 17 50 0
32534 30 17 0
32848 50 30 0
32914 30 50 0
32946 30 30 0
32060 25 61 0
116936 6 3 0
120499 3 6 0
121126 6 3 0
130159 3 6 0
130692 6 3 0
88130 53 53 0
