time idA idB label
0 23 0 1
112 6 23 0
142 27 23 0
157 16 23 3
157 26 23 3
185 7 23 0
195 5 23 0
208 7 23 3
211 2 23 3
235 21 23 3
279 11 23 3
334 3 23 3
334 28 23 0
401 8 23 3
412 29 23 0
982 17 6 0
4045 23 6 3
4344 6 23 0
2871 20 27 3
2493 15 16 0
4051 23 16 0
2227 4 26 0
4059 23 26 0
5414 23 4 0
5566 4 23 3
4109 26 23 3
799 14 5 3
4068 23 5 0
2648 5 14 1
4542 23 14 1
3076 14 5 0
3327 5 14 0
3537 5 14 2
3560 14 5 0
3690 4 5 0
5575 23 5 0
3811 14 4 0
4179 5 4 1
4321 5 4 0
4455 4 5 0
3644 14 5 0
4606 14 23 0
4354 5 23 0
290 18 7 0
354 7 18 0
399 18 7 0
470 7 18 0
1132 19 18 0
560 18 7 0
593 18 18 1
1822 18 19 0
4976 23 19 0
1905 19 18 0
2272 18 19 0
2342 19 18 0
2485 18 19 2
2762 19 18 0
2852 18 19 0
2894 18 18 0
3012 18 18 0
3045 19 18 0
3109 19 18 0
3225 19 18 0
5073 19 23 0
962 12 2 0
4082 23 2 0
4120 23 2 0
2829 2 12 0
4147 4 23 3
4177 2 23 0
4669 2 23 0
1111 24 21 0
2368 1 21 0
4128 23 21 0
4883 23 24 2
4913 21 23 0
1465 22 11 1
4147 23 11 1
1759 11 22 0
4192 23 3 0
4549 3 23 0
404 28 28 3
442 10 28 0
4260 23 28 3
513 28 10 0
4270 23 10 0
5817 23 10 0
4331 25 23 1
4425 28 25 0
8157 23 25 0
8252 9 23 0
10089 13 23 0
8649 28 9 1
10946 23 13 0
1519 22 8 0
4228 23 8 0
1660 8 22 0
4237 23 29 0
