time idA idB label
0 14 0 1
200 15 14 0
232 6 14 0
461 7 14 3
501 5 14 3
647 4 14 3
2387 2 14 0
6290 1 14 0
6403 3 14 3
9115 12 14 0
9174 12 14 0
26757 9 14 3
334 10 15 0
578 14 15 0
394 15 10 0
552 10 15 3
674 15 10 0
898 10 15 0
961 10 15 0
987 10 15 0
1037 10 15 0
1472 15 10 0
1560 10 15 0
1833 15 10 3
1888 15 10 0
2018 15 10 0
2050 15 10 0
1909 10 15 0
1941 10 15 3
2138 10 15 0
2224 10 15 0
556 14 6 0
659 6 14 0
1174 6 14 0
1551 14 6 0
1769 6 14 3
634 14 7 0
663 13 7 3
685 13 7 0
786 7 13 0
903 13 7 0
931 13 7 0
971 13 7 0
1040 7 13 2
1122 13 7 1
1173 7 7 0
1200 13 7 0
1236 7 13 1
1728 11 7 3
2370 7 11 0
9722 8 12 1
