 time idA idB label
0 0 3 0 2
1 80 19 3 0
2 84 44 3 0
3 103 42 3 0
4 113 11 3 0
5 142 23 3 0
6 151 18 3 0
7 191 35 3 0
8 235 22 3 2
9 279 32 3 3
10 294 5 3 0
11 310 20 3 0
12 354 8 3 3
13 397 26 3 1
14 420 36 3 3
15 488 1 3 1
16 510 31 3 0
17 664 25 3 0
18 672 30 3 0
19 776 40 3 3
20 813 2 3 0
21 937 27 3 0
22 952 16 3 2
23 987 13 3 0
24 1040 17 3 3
25 1046 38 3 0
26 1098 38 3 0
27 1127 15 3 0
28 1130 14 3 1
29 1147 14 3 0
30 1329 37 3 3
31 1330 41 3 2
32 1364 10 3 0
33 1388 9 3 3
34 1488 21 3 2
35 1530 45 3 1
36 1592 29 3 3
37 2071 7 3 0
38 2110 47 3 3
39 2354 47 3 0
40 2472 34 3 0
41 2480 34 3 0
42 2507 34 3 0
43 2622 10 3 0
44 2945 24 3 0
45 3081 46 3 3
46 4155 4 3 1
47 4317 28 3 1
48 4582 6 3 1
49 1170 38 22 0
50 1538 22 38 0
51 2777 38 22 0
52 2882 22 22 0
53 3202 38 22 0
54 3812 22 38 0
55 5560 43 5 0
56 711 25 25 0
57 1685 39 30 0
58 5513 43 27 2
59 2372 33 38 0
60 2680 38 33 0
61 4686 6 24 0
62 4929 24 6 0
63 4722 12 6 2
