 time idA idB label
0 0 3 0 1
1 143 1 3 0
2 172 6 3 2
3 299 8 3 1
4 404 8 3 1
5 429 2 3 2
6 446 9 3 2
7 808 5 6 1
8 4681 13 8 1
9 4799 12 8 1
10 5826 7 8 0
11 4775 8 13 0
12 4856 13 8 0
13 5116 8 13 1
14 5048 8 12 0
15 5299 12 8 0
16 5385 8 12 0
17 5818 12 12 0
18 847 5 8 1
19 1367 10 8 0
20 2233 4 8 0
21 1872 8 5 3
22 2066 5 8 0
23 2147 8 5 0
24 1945 8 10 0
25 2141 10 8 2
26 2190 10 8 0
27 2249 8 10 3
28 2284 8 10 0
29 2336 8 10 3
30 2451 10 8 0
31 2563 10 8 0
32 2598 10 8 0
33 2524 8 10 0
34 2706 10 8 3
35 2938 8 10 0
36 3103 10 8 1
37 2766 8 10 0
38 2914 10 8 0
39 2941 10 8 0
40 2497 11 8 0
41 2693 8 11 1
42 2450 8 10 0
43 2573 8 4 0
44 2904 4 8 1
