 time idA idB label
0 0 3 0 1
1 143 1 3 0
2 172 6 3 2
3 299 7 3 1
4 404 7 3 1
5 429 2 3 2
6 446 8 3 2
7 808 5 6 1
8 4681 12 7 1
9 4799 11 7 1
10 4775 7 12 0
11 4856 12 7 0
12 5116 7 12 1
13 5048 7 11 0
14 5299 11 7 0
15 5385 7 11 0
16 5818 11 11 0
17 847 5 7 1
18 1367 9 7 0
19 2233 4 7 0
20 1872 7 5 3
21 2066 5 7 0
22 2147 7 5 0
23 1945 7 9 0
24 2141 9 7 2
25 2190 9 7 0
26 2249 7 9 3
27 2284 7 9 0
28 2336 7 9 3
29 2451 9 7 0
30 2563 9 7 0
31 2598 9 7 0
32 2524 7 9 0
33 2706 9 7 3
34 2938 7 9 0
35 3103 9 7 1
36 2766 7 9 0
37 2914 9 7 0
38 2941 9 7 0
39 2497 10 7 0
40 2693 7 10 1
41 2450 7 9 0
42 2573 7 4 0
43 2904 4 7 1
