time idA idB label
0 9 0 1
30143 7 9 0
30165 90 9 0
30728 68 9 0
30798 58 9 0
30835 6 9 3
30980 24 9 0
31639 46 9 0
31857 54 9 0
31988 55 9 0
32048 60 9 2
32049 71 9 0
32191 93 9 2
32203 96 9 1
32494 41 9 2
32591 25 9 3
32877 72 9 0
33256 20 9 0
33487 18 9 0
33563 105 9 0
34133 120 9 2
34329 111 9 0
34588 30 9 0
35016 51 9 0
35274 28 9 0
35491 11 9 2
35606 26 9 0
35828 45 9 0
36426 118 9 2
36886 87 9 2
37173 37 9 0
37367 34 9 0
37611 75 9 0
37632 98 9 0
37637 81 9 0
38298 110 9 2
38683 108 9 0
38875 19 9 0
39025 61 9 0
39325 77 9 0
39571 40 9 2
39644 43 9 0
39679 79 9 0
40126 69 9 0
40323 104 9 3
40396 85 9 0
40547 3 9 0
41591 66 9 0
41602 66 9 2
41968 36 9 2
41999 99 9 0
42089 80 9 0
42161 13 9 0
42328 115 9 0
42433 44 9 2
42528 107 9 2
42570 21 9 2
43172 119 9 0
43494 97 9 2
43535 12 9 0
44461 91 9 3
44607 100 9 0
44843 88 9 0
45082 70 9 0
45270 109 9 2
46404 29 9 0
46545 15 9 3
46638 1 9 2
47678 53 9 0
48268 14 9 0
48309 94 9 0
48639 117 9 0
48666 114 9 2
49441 106 9 0
49500 113 9 2
49630 57 9 1
49741 92 9 0
50135 101 9 0
51574 74 9 0
52006 52 9 0
52894 78 9 0
53960 42 9 0
54295 103 9 0
55055 33 9 3
56414 2 9 3
56630 89 9 0
57234 84 9 0
58848 67 9 0
59267 65 9 2
59830 47 9 0
62383 31 9 2
62436 48 9 0
62886 35 9 0
63168 62 9 0
64769 56 9 2
65386 50 9 0
66247 76 9 2
67535 8 9 2
68061 39 9 0
68114 83 9 0
70552 116 9 0
71167 116 9 0
71619 32 9 0
71826 95 9 2
72538 64 9 2
74977 102 9 2
76102 59 9 0
76458 38 9 3
77002 86 9 0
84853 10 9 1
88107 49 9 0
97567 63 9 0
102904 82 9 0
104925 73 9 0
106569 22 9 0
107756 112 9 0
122186 4 9 0
30560 17 7 0
30931 7 17 0
31066 17 7 0
31203 7 17 0
32038 17 7 0
31673 27 46 0
31965 16 46 0
32534 27 16 0
32848 46 27 0
32914 27 46 0
32946 27 27 0
32060 23 55 0
116936 5 3 0
120499 3 5 0
121126 5 3 0
130159 3 5 0
88130 49 49 0
