time idA idB label
0 14 0 1
89 7 14 0
563 15 14 1
1774 2 14 3
2317 23 14 1
3105 20 14 1
3773 25 14 0
4669 4 14 3
4814 11 14 0
5539 11 14 1
6485 19 14 0
7010 3 14 0
7295 27 14 0
7723 18 14 0
11028 5 14 0
70533 11 14 3
2530 13 15 0
2825 14 13 0
3083 15 13 0
3099 15 14 0
3124 15 14 0
41704 29 14 0
3241 14 15 0
3395 13 14 0
3556 24 13 0
14607 15 13 1
14163 22 24 0
15478 24 22 0
15661 22 24 0
15738 15 24 0
15795 15 22 0
15776 24 15 0
3737 21 15 0
15132 15 21 0
1913 8 2 0
1977 2 8 3
3751 9 23 0
3954 23 9 0
4501 14 25 1
5435 25 14 0
5718 14 25 0
6655 25 14 0
6896 14 25 0
8229 27 25 0
5040 10 11 0
5271 14 11 0
5301 11 10 0
70638 11 10 0
5535 10 11 0
5657 11 10 1
69728 11 10 0
5911 14 11 0
5925 6 11 0
70734 11 11 0
5976 10 14 0
6035 17 14 0
155354 11 6 0
157202 12 6 0
162754 6 11 0
242274 11 6 0
353213 11 6 0
252036 6 11 0
331033 11 6 3
342122 6 11 0
343745 6 11 0
157485 12 12 0
163344 6 12 3
5325 10 14 0
5762 26 14 0
5908 26 14 0
5978 26 14 0
6052 1 14 0
6081 26 14 0
8135 28 14 0
9045 28 14 0
9077 28 14 0
5920 10 26 3
6040 14 26 0
263492 26 26 0
9592 14 28 0
9721 28 14 0
9751 28 14 0
9764 28 14 0
69068 11 14 1
7552 18 19 0
7673 16 19 0
7599 19 18 0
8014 18 19 0
7783 19 16 0
8113 14 19 0
8221 19 14 0
7573 14 27 0
