 time idA idB label
0 0 13 0 1
1 200 14 13 0
2 232 6 13 0
3 461 7 13 3
4 501 5 13 3
5 647 4 13 3
6 2387 2 13 0
7 6290 1 13 0
8 6403 3 13 3
9 9115 11 13 0
10 9174 11 13 0
11 334 9 14 0
12 578 13 14 0
13 394 14 9 0
14 552 9 14 3
15 674 14 9 0
16 898 9 14 0
17 961 9 14 0
18 987 9 14 0
19 1037 9 14 0
20 1472 14 9 0
21 1560 9 14 0
22 1833 14 9 3
23 1888 14 9 0
24 2018 14 9 0
25 2050 14 9 0
26 1909 9 14 0
27 1941 9 14 3
28 2138 9 14 0
29 2224 9 14 0
30 556 13 6 0
31 659 6 13 0
32 1174 6 13 0
33 1551 13 6 0
34 1769 6 13 3
35 634 13 7 0
36 663 12 7 3
37 685 12 7 0
38 786 7 12 0
39 903 12 7 0
40 931 12 7 0
41 971 12 7 0
42 1040 7 12 2
43 1122 12 7 1
44 1173 7 7 0
45 1200 12 7 0
46 1236 7 12 1
47 1728 10 7 3
48 2370 7 10 0
49 9722 8 11 1
