 time idA idB label
0 0 1 0 1
1 54 23 1 0
2 81 44 1 0
3 87 4 1 0
4 91 41 1 2
5 118 22 1 0
6 120 34 1 2
7 130 19 1 0
8 250 38 1 3
9 289 9 1 2
10 311 14 1 0
11 354 11 1 0
12 396 28 1 0
13 403 21 1 0
14 408 13 1 0
15 415 30 1 0
16 440 7 1 0
17 511 32 1 0
18 564 25 1 0
19 679 15 1 0
20 754 5 1 0
21 784 12 1 0
22 908 40 1 0
23 912 33 1 0
24 1042 47 1 1
25 1138 16 1 0
26 1404 18 1 0
27 1434 2 1 0
28 1440 35 1 0
29 1587 31 1 0
30 1811 26 1 0
31 1869 10 1 0
32 1907 3 1 3
33 1943 29 1 0
34 2742 27 1 0
35 2919 43 1 0
36 2992 17 1 0
37 3008 20 1 1
38 3158 17 1 0
39 3466 17 1 0
40 3691 6 1 0
41 4247 17 1 0
42 4289 42 1 0
43 4349 36 1 0
44 4370 17 1 0
45 4989 27 1 0
46 5975 46 1 0
47 6674 8 1 0
48 1229 45 4 0
49 2923 37 4 0
50 5047 4 37 0
51 236 24 22 0
52 322 9 9 0
53 420 11 11 0
54 4241 39 11 0
55 4010 17 29 0
56 4097 17 29 0
