time idA idB label
0 20 0 1
112 6 20 0
142 23 20 0
157 14 20 3
157 22 20 3
185 7 20 0
195 5 20 0
208 7 20 3
211 2 20 3
235 18 20 3
279 10 20 3
334 3 20 3
334 24 20 0
401 8 20 3
412 25 20 0
982 15 6 0
2493 13 14 0
2227 4 22 0
799 12 5 3
2648 5 12 1
290 16 7 0
354 7 16 0
399 16 7 0
470 7 16 0
1132 17 16 0
560 16 7 0
593 16 16 1
1822 16 17 0
1905 17 16 0
2272 16 17 0
2342 17 16 0
2485 16 17 2
2762 17 16 0
962 11 2 0
1111 21 18 0
2368 1 18 0
1465 19 10 1
1759 10 19 0
404 24 24 3
442 9 24 0
513 24 9 0
1519 19 8 0
1660 8 19 0
