time idA idB label
0 1 0 1
54 35 1 0
81 65 1 0
87 5 1 0
91 60 1 2
118 33 1 0
120 51 1 2
130 29 1 0
250 56 1 3
289 15 1 2
311 21 1 0
354 17 1 0
396 41 1 0
403 32 1 0
408 20 1 0
415 44 1 0
440 9 1 0
511 48 1 0
564 37 1 0
679 24 1 0
754 6 1 0
784 19 1 0
908 58 1 0
912 50 1 0
1042 70 1 1
1138 25 1 0
1404 27 1 0
1434 2 1 0
1440 53 1 0
1587 45 1 0
1811 39 1 0
1869 16 1 0
1907 3 1 3
1943 42 1 0
2742 40 1 0
2919 63 1 0
2992 26 1 0
3008 31 1 1
3158 26 1 0
3466 26 1 0
3691 7 1 0
4247 26 1 0
4289 62 1 0
4349 54 1 0
4370 26 1 0
4989 40 1 0
5975 69 1 0
6674 10 1 0
6994 64 1 0
7817 49 1 0
8130 66 1 0
8213 66 1 0
8412 11 1 0
10182 61 1 0
11119 52 1 0
11242 4 1 0
11261 4 1 0
11509 43 1 0
11984 46 1 0
12249 18 1 0
12810 28 1 0
12887 59 1 0
13943 23 1 0
17700 14 1 0
18654 30 1 0
20530 67 1 3
20811 34 1 0
23264 38 1 0
25440 13 1 0
25914 47 1 0
26103 22 1 0
27353 12 1 0
1229 68 5 0
2923 55 5 0
5047 5 55 0
236 36 33 0
322 15 15 0
12635 8 15 0
420 17 17 0
4241 57 17 0
10679 17 57 0
4010 26 42 0
4097 26 42 0
12570 42 26 0
24282 26 42 0
