 time idA idB label
0 0 3 0 1
1 75 23 3 0
2 163 20 3 1
3 206 2 3 0
4 233 31 3 1
5 257 11 3 0
6 288 1 3 1
7 299 21 3 0
8 337 29 3 0
9 360 18 3 0
10 396 6 3 0
11 411 4 3 0
12 746 8 3 3
13 759 26 3 0
14 840 24 3 0
15 875 30 3 0
16 921 24 3 0
17 1047 13 3 0
18 1049 19 3 1
19 1067 22 3 1
20 1094 17 3 0
21 1668 32 3 0
22 1779 15 3 0
23 2025 28 3 0
24 2480 27 3 0
25 2900 25 3 0
26 2916 25 3 0
27 3042 12 3 0
28 3889 33 3 0
29 7152 9 3 0
30 7178 7 3 2
31 7481 5 3 0
32 363 6 31 0
33 401 11 11 0
34 526 6 21 0
35 3715 14 21 0
36 3818 10 21 0
37 3863 10 10 0
38 1449 16 24 0
