 time idA idB label
0 0 24 0 1
1 61 16 24 0
2 68 28 24 1
3 88 29 24 0
4 180 22 24 0
5 437 28 24 0
6 912 21 24 1
7 1313 7 24 1
8 9331 19 24 1
9 14779 3 24 0
10 20159 5 24 0
11 23965 15 24 0
12 36302 11 24 1
13 44159 8 24 3
14 46269 10 24 0
15 77927 23 24 0
16 112238 2 24 0
17 156675 27 24 0
18 161674 12 24 0
19 171512 30 24 0
20 270466 17 24 0
21 288165 25 24 0
22 354384 6 24 0
23 381341 13 24 0
24 543090 20 24 0
25 545260 18 24 1
26 6156 1 16 0
27 12880 4 16 0
28 545094 9 4 0
29 33502 14 28 0
30 78389 26 23 1
31 78650 23 26 0
32 78777 26 23 0
33 78821 26 23 0
34 78816 23 26 0
