time idA idB label
0 1 0 1
54 22 1 0
81 43 1 0
87 4 1 0
91 40 1 2
118 21 1 0
120 33 1 2
130 18 1 0
250 37 1 3
289 8 1 2
311 13 1 0
354 10 1 0
396 27 1 0
403 20 1 0
408 12 1 0
415 29 1 0
440 7 1 0
511 31 1 0
564 24 1 0
679 14 1 0
754 5 1 0
784 11 1 0
908 39 1 0
912 32 1 0
1042 46 1 1
1138 15 1 0
1404 17 1 0
1434 2 1 0
1440 34 1 0
1587 30 1 0
1811 25 1 0
1869 9 1 0
1907 3 1 3
1943 28 1 0
2742 26 1 0
2919 42 1 0
2992 16 1 0
3008 19 1 1
3158 16 1 0
3466 16 1 0
3691 6 1 0
4247 16 1 0
4289 41 1 0
4349 35 1 0
4370 16 1 0
4989 26 1 0
5975 45 1 0
1229 44 4 0
2923 36 4 0
5047 4 36 0
236 23 21 0
322 8 8 0
420 10 10 0
4241 38 10 0
4010 16 28 0
4097 16 28 0
