time idA idB label
0 3 0 1
75 36 3 0
163 28 3 1
206 2 3 0
233 52 3 1
257 14 3 0
288 1 3 1
299 31 3 0
337 46 3 0
360 25 3 0
396 7 3 0
411 5 3 0
746 11 3 3
759 42 3 0
840 39 3 0
875 50 3 0
921 39 3 0
1047 18 3 0
1049 27 3 1
1067 33 3 1
1094 24 3 0
1668 54 3 0
1779 20 3 0
2025 45 3 0
2480 44 3 0
2900 41 3 0
2916 41 3 0
3042 17 3 0
3889 56 3 0
7152 12 3 0
7178 9 3 2
7481 6 3 0
8053 37 3 0
8264 26 3 0
8356 22 3 0
9189 34 3 0
10626 30 3 0
11365 47 3 1
13152 8 3 1
13663 57 3 0
13736 53 3 0
14437 16 3 0
14878 29 3 0
17038 32 3 1
17152 15 3 0
18276 58 3 3
18517 55 3 0
20007 40 3 0
20134 38 3 1
22310 43 3 0
22368 10 3 0
23559 49 3 0
25065 21 3 0
14595 4 2 0
363 7 52 0
8396 51 52 0
401 14 14 0
8013 35 14 0
8777 48 14 0
13588 57 1 0
20445 57 57 0
526 7 31 0
3715 19 31 0
3818 13 31 0
3863 13 13 0
1449 23 39 0
13705 57 39 0
14211 39 57 0
14632 57 57 0
