time idA idB label
0 1 0 1
54 25 1 0
81 51 1 0
87 5 1 0
91 46 1 2
118 24 1 0
120 38 1 2
130 21 1 0
250 43 1 3
289 11 1 2
311 16 1 0
354 13 1 0
396 30 1 0
403 23 1 0
408 15 1 0
415 33 1 0
440 8 1 0
511 35 1 0
564 27 1 0
679 17 1 0
754 6 1 0
784 14 1 0
908 45 1 0
912 37 1 0
1042 55 1 1
1138 18 1 0
1404 20 1 0
1434 2 1 0
1440 40 1 0
1587 34 1 0
1811 28 1 0
1869 12 1 0
1907 3 1 3
1943 31 1 0
2742 29 1 0
2919 49 1 0
2992 19 1 0
3008 22 1 1
3158 19 1 0
3466 19 1 0
3691 7 1 0
4247 19 1 0
4289 48 1 0
4349 41 1 0
4370 19 1 0
4989 29 1 0
5975 54 1 0
6674 9 1 0
6994 50 1 0
7817 36 1 0
8130 52 1 0
8213 52 1 0
8412 10 1 0
10182 47 1 0
11119 39 1 0
11242 4 1 0
11261 4 1 0
11509 32 1 0
1229 53 5 0
2923 42 5 0
5047 5 42 0
236 26 24 0
322 11 11 0
420 13 13 0
4241 44 13 0
10679 13 44 0
4010 19 31 0
4097 19 31 0
