time idA idB label
0 5 0 1
30143 4 5 0
30165 55 5 0
30728 42 5 0
30798 38 5 0
30835 3 5 3
30980 18 5 0
31639 33 5 0
31857 36 5 0
31988 37 5 0
32048 39 5 2
32049 45 5 0
32191 57 5 2
32203 59 5 1
32494 29 5 2
32591 19 5 3
32877 46 5 0
33256 15 5 0
33487 13 5 0
33563 65 5 0
34133 76 5 2
34329 70 5 0
34588 24 5 0
35016 34 5 0
35274 22 5 0
35491 6 5 2
35606 20 5 0
35828 32 5 0
36426 74 5 2
36886 53 5 2
37173 27 5 0
37367 25 5 0
37611 47 5 0
37632 61 5 0
37637 51 5 0
38298 69 5 2
38683 67 5 0
38875 14 5 0
39025 40 5 0
39325 48 5 0
39571 28 5 2
39644 30 5 0
39679 49 5 0
40126 43 5 0
40323 64 5 3
40396 52 5 0
40547 2 5 0
41591 41 5 0
41602 41 5 2
41968 26 5 2
41999 62 5 0
42089 50 5 0
42161 8 5 0
42328 72 5 0
42433 31 5 2
42528 66 5 2
42570 16 5 2
43172 75 5 0
43494 60 5 2
43535 7 5 0
44461 56 5 3
44607 63 5 0
44843 54 5 0
45082 44 5 0
45270 68 5 2
46404 23 5 0
46545 10 5 3
46638 1 5 2
47678 35 5 0
48268 9 5 0
48309 58 5 0
48639 73 5 0
48666 71 5 2
30560 12 4 0
30931 4 12 0
31066 12 4 0
31203 4 12 0
32038 12 4 0
31673 21 33 0
31965 11 33 0
32534 21 11 0
32848 33 21 0
32914 21 33 0
32946 21 21 0
32060 17 37 0
