 time idA idB label
0 0 5 0 1
1 30143 4 5 0
2 30165 56 5 0
3 30728 43 5 0
4 30798 39 5 0
5 30835 3 5 3
6 30980 18 5 0
7 31639 33 5 0
8 31857 36 5 0
9 31988 37 5 0
10 32048 40 5 2
11 32049 46 5 0
12 32191 59 5 2
13 32203 61 5 1
14 32494 29 5 2
15 32591 19 5 3
16 32877 47 5 0
17 33256 15 5 0
18 33487 13 5 0
19 33563 68 5 0
20 34133 81 5 2
21 34329 74 5 0
22 34588 24 5 0
23 35016 34 5 0
24 35274 22 5 0
25 35491 6 5 2
26 35606 20 5 0
27 35828 32 5 0
28 36426 79 5 2
29 36886 54 5 2
30 37173 27 5 0
31 37367 25 5 0
32 37611 48 5 0
33 37632 63 5 0
34 37637 52 5 0
35 38298 73 5 2
36 38683 71 5 0
37 38875 14 5 0
38 39025 41 5 0
39 39325 49 5 0
40 39571 28 5 2
41 39644 30 5 0
42 39679 50 5 0
43 40126 44 5 0
44 40323 67 5 3
45 40396 53 5 0
46 40547 2 5 0
47 41591 42 5 0
48 41602 42 5 2
49 41968 26 5 2
50 41999 64 5 0
51 42089 51 5 0
52 42161 8 5 0
53 42328 77 5 0
54 42433 31 5 2
55 42528 70 5 2
56 42570 16 5 2
57 43172 80 5 0
58 43494 62 5 2
59 43535 7 5 0
60 44461 57 5 3
61 44607 65 5 0
62 44843 55 5 0
63 45082 45 5 0
64 45270 72 5 2
65 46404 23 5 0
66 46545 10 5 3
67 46638 1 5 2
68 47678 35 5 0
69 48268 9 5 0
70 48309 60 5 0
71 48639 78 5 0
72 48666 76 5 2
73 49441 69 5 0
74 49500 75 5 2
75 49630 38 5 1
76 49741 58 5 0
77 50135 66 5 0
78 30560 12 4 0
79 30931 4 12 0
80 31066 12 4 0
81 31203 4 12 0
82 32038 12 4 0
83 31673 21 33 0
84 31965 11 33 0
85 32534 21 11 0
86 32848 33 21 0
87 32914 21 33 0
88 32946 21 21 0
89 32060 17 37 0
