 time idA idB label
0 0 3 0 1
1 143 1 3 0
2 172 6 3 2
3 299 7 3 1
4 404 7 3 1
5 429 2 3 2
6 446 8 3 2
7 808 5 6 1
8 4681 12 7 1
9 4799 11 7 1
10 4775 7 12 0
11 847 5 7 1
12 1367 9 7 0
13 2233 4 7 0
14 1872 7 5 3
15 2066 5 7 0
16 2147 7 5 0
17 1945 7 9 0
18 2141 9 7 2
19 2190 9 7 0
20 2249 7 9 3
21 2284 7 9 0
22 2336 7 9 3
23 2451 9 7 0
24 2563 9 7 0
25 2598 9 7 0
26 2524 7 9 0
27 2706 9 7 3
28 2938 7 9 0
29 3103 9 7 1
30 2766 7 9 0
31 2914 9 7 0
32 2941 9 7 0
33 2497 10 7 0
34 2693 7 10 1
35 2450 7 9 0
36 2573 7 4 0
37 2904 4 7 1
