time idA idB label
0 27 0 1
61 16 27 0
68 31 27 1
88 32 27 0
180 25 27 0
437 31 27 0
912 23 27 1
1313 7 27 1
9331 20 27 1
14779 3 27 0
20159 5 27 0
23965 15 27 0
36302 11 27 1
44159 8 27 3
46269 10 27 0
77927 26 27 0
112238 2 27 0
156675 30 27 0
161674 12 27 0
171512 34 27 0
270466 17 27 0
288165 28 27 0
354384 6 27 0
381341 13 27 0
543090 22 27 0
545260 18 27 1
555013 24 27 0
573357 21 27 0
686333 19 27 0
6156 1 16 0
12880 4 16 0
545094 9 4 0
768838 9 9 0
33502 14 31 0
78389 29 26 1
78650 26 29 0
78777 29 26 0
78821 29 26 0
78816 26 29 0
558509 33 24 0
