time idA idB label
0 1 0 1
51 6 1 0
84 3 1 0
86 4 1 1
119 3 1 0
198 8 1 0
227 2 1 0
234 10 1 0
240 12 1 0
347 11 1 0
436 12 1 0
479 9 1 0
521 7 1 0
374 11 3 0
559 9 3 0
1018 3 9 0
1041 3 9 0
1118 9 3 0
1178 3 9 0
666 7 8 0
453 11 10 0
646 11 10 0
751 7 10 0
1140 10 11 0
1420 5 11 0
1656 11 10 0
1845 10 11 0
2017 14 10 0
2253 11 10 0
2114 14 14 0
2153 10 14 2
2231 10 14 0
2456 14 10 0
2482 11 10 0
2393 10 11 0
1718 10 5 0
2300 11 10 0
2343 11 10 0
1614 10 11 0
2380 11 10 0
1488 10 7 0
1666 7 10 0
708 11 12 0
2174 12 11 2
1551 13 12 0
1869 12 13 2
