 time idA idB label
0 0 12 0 1
1 200 13 12 0
2 232 6 12 0
3 461 7 12 3
4 501 5 12 3
5 647 4 12 3
6 2387 2 12 0
7 6290 1 12 0
8 6403 3 12 3
9 9115 10 12 0
10 334 8 13 0
11 578 12 13 0
12 394 13 8 0
13 552 8 13 3
14 674 13 8 0
15 898 8 13 0
16 961 8 13 0
17 987 8 13 0
18 1037 8 13 0
19 1472 13 8 0
20 1560 8 13 0
21 1833 13 8 3
22 1888 13 8 0
23 2018 13 8 0
24 2050 13 8 0
25 1909 8 13 0
26 1941 8 13 3
27 2138 8 13 0
28 2224 8 13 0
29 556 12 6 0
30 659 6 12 0
31 1174 6 12 0
32 1551 12 6 0
33 1769 6 12 3
34 634 12 7 0
35 663 11 7 3
36 685 11 7 0
37 786 7 11 0
38 903 11 7 0
39 931 11 7 0
40 971 11 7 0
41 1040 7 11 2
42 1122 11 7 1
43 1173 7 7 0
44 1200 11 7 0
45 1236 7 11 1
46 1728 9 7 3
47 2370 7 9 0
