 time idA idB label
0 0 13 0 1
1 89 7 13 0
2 563 14 13 1
3 1774 2 13 3
4 2317 22 13 1
5 3105 19 13 1
6 3773 24 13 0
7 4669 4 13 3
8 4814 11 13 0
9 5539 11 13 1
10 6485 18 13 0
11 7010 3 13 0
12 7295 26 13 0
13 7723 17 13 0
14 11028 5 13 0
15 2530 12 14 0
16 2825 13 12 0
17 3083 14 12 0
18 3099 14 13 0
19 3124 14 13 0
20 3241 13 14 0
21 3395 12 13 0
22 3556 23 12 0
23 14607 14 12 1
24 14163 21 23 0
25 3737 20 14 0
26 1913 8 2 0
27 1977 2 8 3
28 3751 9 22 0
29 3954 22 9 0
30 4501 13 24 1
31 5435 24 13 0
32 5718 13 24 0
33 6655 24 13 0
34 6896 13 24 0
35 8229 26 24 0
36 5040 10 11 0
37 5271 13 11 0
38 5301 11 10 0
39 5535 10 11 0
40 5657 11 10 1
41 5911 13 11 0
42 5925 6 11 0
43 5976 10 13 0
44 6035 16 13 0
45 5325 10 13 0
46 5762 25 13 0
47 5908 25 13 0
48 5978 25 13 0
49 6052 1 13 0
50 6081 25 13 0
51 8135 27 13 0
52 9045 27 13 0
53 9077 27 13 0
54 5920 10 25 3
55 6040 13 25 0
56 9592 13 27 0
57 9721 27 13 0
58 9751 27 13 0
59 9764 27 13 0
60 7552 17 18 0
61 7673 15 18 0
62 7599 18 17 0
63 8014 17 18 0
64 7783 18 15 0
65 8113 13 18 0
66 8221 18 13 0
67 7573 13 26 0
