 time idA idB label
0 0 5 0 1
1 30143 4 5 0
2 30165 61 5 0
3 30728 46 5 0
4 30798 42 5 0
5 30835 3 5 3
6 30980 18 5 0
7 31639 35 5 0
8 31857 39 5 0
9 31988 40 5 0
10 32048 43 5 2
11 32049 49 5 0
12 32191 64 5 2
13 32203 66 5 1
14 32494 30 5 2
15 32591 19 5 3
16 32877 50 5 0
17 33256 15 5 0
18 33487 13 5 0
19 33563 74 5 0
20 34133 87 5 2
21 34329 80 5 0
22 34588 24 5 0
23 35016 36 5 0
24 35274 22 5 0
25 35491 6 5 2
26 35606 20 5 0
27 35828 34 5 0
28 36426 85 5 2
29 36886 59 5 2
30 37173 28 5 0
31 37367 26 5 0
32 37611 52 5 0
33 37632 68 5 0
34 37637 57 5 0
35 38298 79 5 2
36 38683 77 5 0
37 38875 14 5 0
38 39025 44 5 0
39 39325 53 5 0
40 39571 29 5 2
41 39644 32 5 0
42 39679 55 5 0
43 40126 47 5 0
44 40323 73 5 3
45 40396 58 5 0
46 40547 2 5 0
47 41591 45 5 0
48 41602 45 5 2
49 41968 27 5 2
50 41999 69 5 0
51 42089 56 5 0
52 42161 8 5 0
53 42328 83 5 0
54 42433 33 5 2
55 42528 76 5 2
56 42570 16 5 2
57 43172 86 5 0
58 43494 67 5 2
59 43535 7 5 0
60 44461 62 5 3
61 44607 70 5 0
62 44843 60 5 0
63 45082 48 5 0
64 45270 78 5 2
65 46404 23 5 0
66 46545 10 5 3
67 46638 1 5 2
68 47678 38 5 0
69 48268 9 5 0
70 48309 65 5 0
71 48639 84 5 0
72 48666 82 5 2
73 49441 75 5 0
74 49500 81 5 2
75 49630 41 5 1
76 49741 63 5 0
77 50135 71 5 0
78 51574 51 5 0
79 52006 37 5 0
80 52894 54 5 0
81 53960 31 5 0
82 54295 72 5 0
83 55055 25 5 3
84 30560 12 4 0
85 30931 4 12 0
86 31066 12 4 0
87 31203 4 12 0
88 32038 12 4 0
89 31673 21 35 0
90 31965 11 35 0
91 32534 21 11 0
92 32848 35 21 0
93 32914 21 35 0
94 32946 21 21 0
95 32060 17 40 0
