time idA idB label
0 1 0 1
48 13 1 0
104 7 1 0
186 10 1 0
373 2 1 3
589 12 1 3
765 6 1 3
1044 4 1 0
1443 16 1 0
61 14 13 0
4992 9 7 0
10880 5 7 0
5054 7 9 3
5104 9 7 0
5014 9 10 3
5222 10 9 0
531 8 2 0
563 8 2 0
579 2 8 3
5064 9 8 0
643 8 2 1
5129 2 9 1
776 8 12 3
1750 15 16 0
1842 16 15 0
1913 15 16 0
2840 17 16 0
2982 3 16 0
3344 18 16 3
2496 19 15 0
2681 15 19 1
2996 11 17 0
3111 16 3 0
3183 3 16 0
3280 16 3 0
3471 3 16 0
3679 16 3 1
3817 3 16 0
3427 16 18 0
3499 18 16 0
3728 16 18 0
3804 18 16 0
