 time idA idB label
0 0 3 0 1
1 143 1 3 0
2 172 6 3 2
3 299 7 3 1
4 404 7 3 1
5 429 2 3 2
6 446 8 3 2
7 808 5 6 1
8 4681 11 7 1
9 847 5 7 1
10 1367 9 7 0
11 2233 4 7 0
12 1872 7 5 3
13 2066 5 7 0
14 2147 7 5 0
15 1945 7 9 0
16 2141 9 7 2
17 2190 9 7 0
18 2249 7 9 3
19 2284 7 9 0
20 2336 7 9 3
21 2451 9 7 0
22 2563 9 7 0
23 2598 9 7 0
24 2524 7 9 0
25 2706 9 7 3
26 2938 7 9 0
27 3103 9 7 1
28 2766 7 9 0
29 2914 9 7 0
30 2941 9 7 0
31 2497 10 7 0
32 2693 7 10 1
33 2450 7 9 0
34 2573 7 4 0
35 2904 4 7 1
