time idA idB label
0 3 0 1
30143 2 3 0
30165 35 3 0
30728 28 3 0
30798 25 3 0
30835 1 3 3
30980 11 3 0
31639 21 3 0
31857 23 3 0
31988 24 3 0
32048 26 3 2
32049 29 3 0
32191 36 3 2
32203 37 3 1
32494 19 3 2
32591 12 3 3
32877 30 3 0
33256 9 3 0
33487 7 3 0
33563 39 3 0
34133 44 3 2
34329 42 3 0
34588 16 3 0
35016 22 3 0
35274 15 3 0
35491 4 3 2
35606 13 3 0
35828 20 3 0
36426 43 3 2
36886 34 3 2
37173 18 3 0
37367 17 3 0
37611 31 3 0
37632 38 3 0
37637 33 3 0
38298 41 3 2
38683 40 3 0
38875 8 3 0
39025 27 3 0
39325 32 3 0
30560 6 2 0
30931 2 6 0
31066 6 2 0
31203 2 6 0
32038 6 2 0
31673 14 21 0
31965 5 21 0
32534 14 5 0
32848 21 14 0
32914 14 21 0
32946 14 14 0
32060 10 24 0
