 time idA idB label
0 0 3 0 1
1 143 1 3 0
2 172 6 3 2
3 299 8 3 1
4 404 8 3 1
5 429 2 3 2
6 446 9 3 2
7 808 5 6 1
8 4681 13 8 1
9 4799 12 8 1
10 5826 7 8 0
11 4775 8 13 0
12 4856 13 8 0
13 5116 8 13 1
14 5048 8 12 0
15 5299 12 8 0
16 5385 8 12 0
17 5818 12 12 0
18 5894 7 12 0
19 5955 8 7 3
20 6195 12 7 2
21 6339 7 8 0
22 6439 7 12 2
23 847 5 8 1
24 1367 10 8 0
25 2233 4 8 0
26 1872 8 5 3
27 2066 5 8 0
28 2147 8 5 0
29 1945 8 10 0
30 2141 10 8 2
31 2190 10 8 0
32 2249 8 10 3
33 2284 8 10 0
34 2336 8 10 3
35 2451 10 8 0
36 2563 10 8 0
37 2598 10 8 0
38 2524 8 10 0
39 2706 10 8 3
40 2938 8 10 0
41 3103 10 8 1
42 2766 8 10 0
43 2914 10 8 0
44 2941 10 8 0
45 2497 11 8 0
46 2693 8 11 1
47 2450 8 10 0
48 2573 8 4 0
49 2904 4 8 1
