 time idA idB label
0 0 3 0 1
1 75 22 3 0
2 163 19 3 1
3 206 2 3 0
4 233 30 3 1
5 257 10 3 0
6 288 1 3 1
7 299 20 3 0
8 337 28 3 0
9 360 17 3 0
10 396 5 3 0
11 411 4 3 0
12 746 7 3 3
13 759 25 3 0
14 840 23 3 0
15 875 29 3 0
16 921 23 3 0
17 1047 12 3 0
18 1049 18 3 1
19 1067 21 3 1
20 1094 16 3 0
21 1668 31 3 0
22 1779 14 3 0
23 2025 27 3 0
24 2480 26 3 0
25 2900 24 3 0
26 2916 24 3 0
27 3042 11 3 0
28 3889 32 3 0
29 7152 8 3 0
30 7178 6 3 2
31 363 5 30 0
32 401 10 10 0
33 526 5 20 0
34 3715 13 20 0
35 3818 9 20 0
36 3863 9 9 0
37 1449 15 23 0
