time idA idB label
0 3 0 1
480 8 3 0
776 6 3 1
1916 2 3 0
18809 5 3 0
925 4 6 0
991 3 4 0
1074 1 4 0
1601 6 4 0
1649 6 4 0
1881 6 3 3
1164 7 1 0
1226 7 1 3
1952 6 7 0
2081 7 6 0
2285 7 6 0
3130 6 7 0
3307 7 6 0
3341 7 6 0
2811 6 7 0
2863 1 6 3
3194 7 6 1
3218 7 6 0
2888 3 1 0
17044 6 1 0
3249 6 3 1
17203 1 6 0
17236 1 6 0
17290 1 6 1
17807 6 1 2
17829 6 1 0
18206 7 6 0
18266 7 6 2
18482 6 7 3
18529 7 6 0
18571 1 7 0
18818 6 7 0
20394 7 6 0
20416 7 6 0
22129 6 7 1
22316 7 6 0
22322 1 6 0
18759 6 7 0
17583 6 1 0
18376 7 6 1
18565 6 7 3
18632 7 6 0
18644 1 6 0
18869 6 1 0
19147 1 6 3
19755 7 6 3
22029 6 1 3
22074 6 7 0
22196 1 6 2
3350 6 7 2
3391 1 6 3
3473 7 6 3
1948 3 2 0
3111 2 3 0
3187 3 2 0
3242 2 3 1
3331 2 3 0
3434 3 2 0
3686 2 3 0
3744 3 2 0
3891 2 3 1
18841 3 5 1
