time idA idB label
0 3 0 1
75 39 3 0
163 30 3 1
206 2 3 0
233 59 3 1
257 14 3 0
288 1 3 1
299 33 3 0
337 51 3 0
360 26 3 0
396 7 3 0
411 5 3 0
746 11 3 3
759 45 3 0
840 42 3 0
875 57 3 0
921 42 3 0
1047 18 3 0
1049 29 3 1
1067 35 3 1
1094 25 3 0
1668 61 3 0
1779 20 3 0
2025 49 3 0
2480 48 3 0
2900 44 3 0
2916 44 3 0
3042 17 3 0
3889 63 3 0
7152 12 3 0
7178 9 3 2
7481 6 3 0
8053 40 3 0
8264 27 3 0
8356 22 3 0
9189 36 3 0
10626 32 3 0
11365 52 3 1
13152 8 3 1
13663 64 3 0
13736 60 3 0
14437 16 3 0
14878 31 3 0
17038 34 3 1
17152 15 3 0
18276 65 3 3
18517 62 3 0
20007 43 3 0
20134 41 3 1
22310 47 3 0
22368 10 3 0
23559 55 3 0
25065 21 3 0
25658 24 3 2
26232 50 3 0
30054 56 3 2
35207 54 3 0
37012 38 3 1
41802 46 3 1
57470 28 3 2
14595 4 2 0
363 7 59 0
8396 58 59 0
401 14 14 0
8013 37 14 0
8777 53 14 0
13588 64 1 0
20445 64 64 0
526 7 33 0
3715 19 33 0
3818 13 33 0
3863 13 13 0
1449 23 42 0
13705 64 42 0
14211 42 64 0
14632 64 64 0
