 time idA idB label
0 0 23 0 1
1 112 6 23 0
2 142 27 23 0
3 157 16 23 3
4 157 26 23 3
5 185 7 23 0
6 195 5 23 0
7 208 7 23 3
8 211 2 23 3
9 235 21 23 3
10 279 11 23 3
11 334 3 23 3
12 334 28 23 0
13 401 8 23 3
14 412 29 23 0
15 982 17 6 0
16 4045 23 6 3
17 4344 6 23 0
18 2871 20 27 3
19 2493 15 16 0
20 4051 23 16 0
21 2227 4 26 0
22 4059 23 26 0
23 5414 23 4 0
24 5566 4 23 3
25 4109 26 23 3
26 799 14 5 3
27 4068 23 5 0
28 2648 5 14 1
29 4542 23 14 1
30 3076 14 5 0
31 3327 5 14 0
32 3537 5 14 2
33 3560 14 5 0
34 3690 4 5 0
35 5575 23 5 0
36 3811 14 4 0
37 4179 5 4 1
38 4321 5 4 0
39 4455 4 5 0
40 3644 14 5 0
41 4606 14 23 0
42 4354 5 23 0
43 290 18 7 0
44 354 7 18 0
45 399 18 7 0
46 470 7 18 0
47 1132 19 18 0
48 560 18 7 0
49 593 18 18 1
50 1822 18 19 0
51 4976 23 19 0
52 1905 19 18 0
53 2272 18 19 0
54 2342 19 18 0
55 2485 18 19 2
56 2762 19 18 0
57 2852 18 19 0
58 2894 18 18 0
59 3012 18 18 0
60 3045 19 18 0
61 3109 19 18 0
62 3225 19 18 0
63 5073 19 23 0
64 962 12 2 0
65 4082 23 2 0
66 4120 23 2 0
67 2829 2 12 0
68 4147 4 23 3
69 4177 2 23 0
70 4669 2 23 0
71 1111 24 21 0
72 2368 1 21 0
73 4128 23 21 0
74 4883 23 24 2
75 4913 21 23 0
76 1465 22 11 1
77 4147 23 11 1
78 1759 11 22 0
79 4192 23 3 0
80 4549 3 23 0
81 404 28 28 3
82 442 10 28 0
83 4260 23 28 3
84 513 28 10 0
85 4270 23 10 0
86 5817 23 10 0
87 4331 25 23 1
88 4425 28 25 0
89 8157 23 25 0
90 8252 9 23 0
91 10089 13 23 0
92 8649 28 9 1
93 10946 23 13 0
94 11842 13 23 1
95 1519 22 8 0
96 4228 23 8 0
97 1660 8 22 0
98 4237 23 29 0
