 time idA idB label
0 0 11 0 1
1 52 6 11 2
2 406 24 11 0
3 440 5 11 0
4 497 35 11 0
5 557 17 11 0
6 658 25 11 0
7 865 16 11 0
8 1061 32 11 0
9 1081 25 11 0
10 1220 18 11 0
11 1411 10 11 3
12 1991 21 11 0
13 2023 29 11 0
14 2085 14 11 0
15 3198 2 11 0
16 3209 28 11 0
17 3275 19 11 0
18 3805 22 11 0
19 4042 20 11 2
20 4286 31 11 2
21 5929 36 11 0
22 6036 15 11 2
23 7146 7 11 0
24 7421 12 11 2
25 7875 13 11 3
26 9209 9 11 0
27 9777 27 11 0
28 12067 37 11 0
29 12202 33 11 0
30 15035 30 11 0
31 15883 34 11 1
32 25825 3 11 0
33 27413 23 11 0
34 35289 1 11 2
35 12187 37 5 0
36 30409 4 16 0
37 1967 26 10 3
38 18735 8 10 2
39 2027 10 26 0
