time idA idB label
0 1 0 1
54 39 1 0
81 71 1 0
87 8 1 0
91 66 1 2
118 37 1 0
120 57 1 2
130 33 1 0
250 62 1 3
289 18 1 2
311 24 1 0
354 20 1 0
396 45 1 0
403 36 1 0
408 23 1 0
415 48 1 0
440 12 1 0
511 53 1 0
564 41 1 0
679 27 1 0
754 9 1 0
784 22 1 0
908 64 1 0
912 55 1 0
1042 76 1 1
1138 28 1 0
1404 31 1 0
1434 2 1 0
1440 59 1 0
1587 49 1 0
1811 43 1 0
1869 19 1 0
1907 3 1 3
1943 46 1 0
2742 44 1 0
2919 69 1 0
2992 29 1 0
3008 35 1 1
3158 29 1 0
3466 29 1 0
3691 10 1 0
4247 29 1 0
4289 68 1 0
4349 60 1 0
4370 29 1 0
4989 44 1 0
5975 75 1 0
6674 13 1 0
6994 70 1 0
7817 54 1 0
8130 72 1 0
8213 72 1 0
8412 14 1 0
10182 67 1 0
11119 58 1 0
11242 6 1 0
11261 6 1 0
11509 47 1 0
11984 50 1 0
12249 21 1 0
12810 32 1 0
12887 65 1 0
13943 26 1 0
17700 17 1 0
18654 34 1 0
20530 73 1 3
20811 38 1 0
23264 42 1 0
25440 16 1 0
25914 51 1 0
26103 25 1 0
27353 15 1 0
28600 56 1 0
32838 4 1 0
43704 52 1 0
56198 7 1 0
56966 5 1 0
58557 30 1 0
1229 74 8 0
2923 61 8 0
5047 8 61 0
75040 61 8 0
236 40 37 0
322 18 18 0
12635 11 18 0
420 20 20 0
4241 63 20 0
10679 20 63 0
4010 29 46 0
4097 29 46 0
12570 46 29 0
24282 29 46 0
