 time idA idB label
0 0 12 0 1
1 89 6 12 0
2 563 13 12 1
3 1774 2 12 3
4 2317 20 12 1
5 3105 18 12 1
6 3773 22 12 0
7 4669 4 12 3
8 4814 10 12 0
9 5539 10 12 1
10 6485 17 12 0
11 7010 3 12 0
12 7295 24 12 0
13 7723 16 12 0
14 2530 11 13 0
15 2825 12 11 0
16 3083 13 11 0
17 3099 13 12 0
18 3124 13 12 0
19 3241 12 13 0
20 3395 11 12 0
21 3556 21 11 0
22 3737 19 13 0
23 1913 7 2 0
24 1977 2 7 3
25 3751 8 20 0
26 3954 20 8 0
27 4501 12 22 1
28 5435 22 12 0
29 5718 12 22 0
30 6655 22 12 0
31 6896 12 22 0
32 5040 9 10 0
33 5271 12 10 0
34 5301 10 9 0
35 5535 9 10 0
36 5657 10 9 1
37 5911 12 10 0
38 5925 5 10 0
39 5976 9 12 0
40 6035 15 12 0
41 5325 9 12 0
42 5762 23 12 0
43 5908 23 12 0
44 5978 23 12 0
45 6052 1 12 0
46 6081 23 12 0
47 5920 9 23 3
48 6040 12 23 0
49 7552 16 17 0
50 7673 14 17 0
51 7599 17 16 0
52 8014 16 17 0
53 7783 17 14 0
54 8113 12 17 0
55 7573 12 24 0
