time idA idB label
0 1 0 1
54 30 1 0
81 58 1 0
87 5 1 0
91 53 1 2
118 29 1 0
120 44 1 2
130 26 1 0
250 49 1 3
289 13 1 2
311 19 1 0
354 15 1 0
396 35 1 0
403 28 1 0
408 18 1 0
415 38 1 0
440 9 1 0
511 41 1 0
564 32 1 0
679 21 1 0
754 6 1 0
784 17 1 0
908 51 1 0
912 43 1 0
1042 62 1 1
1138 22 1 0
1404 24 1 0
1434 2 1 0
1440 46 1 0
1587 39 1 0
1811 33 1 0
1869 14 1 0
1907 3 1 3
1943 36 1 0
2742 34 1 0
2919 56 1 0
2992 23 1 0
3008 27 1 1
3158 23 1 0
3466 23 1 0
3691 7 1 0
4247 23 1 0
4289 55 1 0
4349 47 1 0
4370 23 1 0
4989 34 1 0
5975 61 1 0
6674 10 1 0
6994 57 1 0
7817 42 1 0
8130 59 1 0
8213 59 1 0
8412 11 1 0
10182 54 1 0
11119 45 1 0
11242 4 1 0
11261 4 1 0
11509 37 1 0
11984 40 1 0
12249 16 1 0
12810 25 1 0
12887 52 1 0
13943 20 1 0
17700 12 1 0
1229 60 5 0
2923 48 5 0
5047 5 48 0
236 31 29 0
322 13 13 0
12635 8 13 0
420 15 15 0
4241 50 15 0
10679 15 50 0
4010 23 36 0
4097 23 36 0
12570 36 23 0
