 time idA idB label
0 0 9 0 1
1 52 4 9 2
2 406 22 9 0
3 440 3 9 0
4 497 33 9 0
5 557 15 9 0
6 658 23 9 0
7 865 14 9 0
8 1061 30 9 0
9 1081 23 9 0
10 1220 16 9 0
11 1411 8 9 3
12 1991 19 9 0
13 2023 27 9 0
14 2085 12 9 0
15 3198 1 9 0
16 3209 26 9 0
17 3275 17 9 0
18 3805 20 9 0
19 4042 18 9 2
20 4286 29 9 2
21 5929 34 9 0
22 6036 13 9 2
23 7146 5 9 0
24 7421 10 9 2
25 7875 11 9 3
26 9209 7 9 0
27 9777 25 9 0
28 12067 35 9 0
29 12202 31 9 0
30 15035 28 9 0
31 15883 32 9 1
32 25825 2 9 0
33 27413 21 9 0
34 12187 35 3 0
35 1967 24 8 3
36 18735 6 8 2
37 2027 8 24 0
