 time idA idB label
0 0 1 0 1
1 54 25 1 0
2 81 50 1 0
3 87 5 1 0
4 91 45 1 2
5 118 24 1 0
6 120 37 1 2
7 130 21 1 0
8 250 42 1 3
9 289 11 1 2
10 311 16 1 0
11 354 13 1 0
12 396 30 1 0
13 403 23 1 0
14 408 15 1 0
15 415 32 1 0
16 440 8 1 0
17 511 34 1 0
18 564 27 1 0
19 679 17 1 0
20 754 6 1 0
21 784 14 1 0
22 908 44 1 0
23 912 36 1 0
24 1042 54 1 1
25 1138 18 1 0
26 1404 20 1 0
27 1434 2 1 0
28 1440 39 1 0
29 1587 33 1 0
30 1811 28 1 0
31 1869 12 1 0
32 1907 3 1 3
33 1943 31 1 0
34 2742 29 1 0
35 2919 48 1 0
36 2992 19 1 0
37 3008 22 1 1
38 3158 19 1 0
39 3466 19 1 0
40 3691 7 1 0
41 4247 19 1 0
42 4289 47 1 0
43 4349 40 1 0
44 4370 19 1 0
45 4989 29 1 0
46 5975 53 1 0
47 6674 9 1 0
48 6994 49 1 0
49 7817 35 1 0
50 8130 51 1 0
51 8213 51 1 0
52 8412 10 1 0
53 10182 46 1 0
54 11119 38 1 0
55 11242 4 1 0
56 1229 52 5 0
57 2923 41 5 0
58 5047 5 41 0
59 236 26 24 0
60 322 11 11 0
61 420 13 13 0
62 4241 43 13 0
63 10679 13 43 0
64 4010 19 31 0
65 4097 19 31 0
