 time idA idB label
0 0 4 0 1
1 30143 3 4 0
2 30165 43 4 0
3 30728 33 4 0
4 30798 29 4 0
5 30835 2 4 3
6 30980 12 4 0
7 31639 25 4 0
8 31857 27 4 0
9 31988 28 4 0
10 32048 30 4 2
11 32049 35 4 0
12 32191 44 4 2
13 32203 45 4 1
14 32494 22 4 2
15 32591 13 4 3
16 32877 36 4 0
17 33256 10 4 0
18 33487 8 4 0
19 33563 49 4 0
20 34133 54 4 2
21 34329 52 4 0
22 34588 17 4 0
23 35016 26 4 0
24 35274 16 4 0
25 35491 5 4 2
26 35606 14 4 0
27 35828 24 4 0
28 36426 53 4 2
29 36886 42 4 2
30 37173 20 4 0
31 37367 18 4 0
32 37611 37 4 0
33 37632 46 4 0
34 37637 40 4 0
35 38298 51 4 2
36 38683 50 4 0
37 38875 9 4 0
38 39025 31 4 0
39 39325 38 4 0
40 39571 21 4 2
41 39644 23 4 0
42 39679 39 4 0
43 40126 34 4 0
44 40323 48 4 3
45 40396 41 4 0
46 40547 1 4 0
47 41591 32 4 0
48 41602 32 4 2
49 41968 19 4 2
50 41999 47 4 0
51 30560 7 3 0
52 30931 3 7 0
53 31066 7 3 0
54 31203 3 7 0
55 32038 7 3 0
56 31673 15 25 0
57 31965 6 25 0
58 32534 15 6 0
59 32848 25 15 0
60 32914 15 25 0
61 32946 15 15 0
62 32060 11 28 0
