time idA idB label
0 8 0 1
30143 6 8 0
30165 89 8 0
30728 67 8 0
30798 57 8 0
30835 5 8 3
30980 23 8 0
31639 45 8 0
31857 53 8 0
31988 54 8 0
32048 59 8 2
32049 70 8 0
32191 92 8 2
32203 95 8 1
32494 40 8 2
32591 24 8 3
32877 71 8 0
33256 19 8 0
33487 17 8 0
33563 104 8 0
34133 119 8 2
34329 110 8 0
34588 29 8 0
35016 50 8 0
35274 27 8 0
35491 10 8 2
35606 25 8 0
35828 44 8 0
36426 117 8 2
36886 86 8 2
37173 36 8 0
37367 33 8 0
37611 74 8 0
37632 97 8 0
37637 80 8 0
38298 109 8 2
38683 107 8 0
38875 18 8 0
39025 60 8 0
39325 76 8 0
39571 39 8 2
39644 42 8 0
39679 78 8 0
40126 68 8 0
40323 103 8 3
40396 84 8 0
40547 3 8 0
41591 65 8 0
41602 65 8 2
41968 35 8 2
41999 98 8 0
42089 79 8 0
42161 12 8 0
42328 114 8 0
42433 43 8 2
42528 106 8 2
42570 20 8 2
43172 118 8 0
43494 96 8 2
43535 11 8 0
44461 90 8 3
44607 99 8 0
44843 87 8 0
45082 69 8 0
45270 108 8 2
46404 28 8 0
46545 14 8 3
46638 1 8 2
47678 52 8 0
48268 13 8 0
48309 93 8 0
48639 116 8 0
48666 113 8 2
49441 105 8 0
49500 112 8 2
49630 56 8 1
49741 91 8 0
50135 100 8 0
51574 73 8 0
52006 51 8 0
52894 77 8 0
53960 41 8 0
54295 102 8 0
55055 32 8 3
56414 2 8 3
56630 88 8 0
57234 83 8 0
58848 66 8 0
59267 64 8 2
59830 46 8 0
62383 30 8 2
62436 47 8 0
62886 34 8 0
63168 61 8 0
64769 55 8 2
65386 49 8 0
66247 75 8 2
67535 7 8 2
68061 38 8 0
68114 82 8 0
70552 115 8 0
71167 115 8 0
71619 31 8 0
71826 94 8 2
72538 63 8 2
74977 101 8 2
76102 58 8 0
76458 37 8 3
77002 85 8 0
84853 9 8 1
88107 48 8 0
97567 62 8 0
102904 81 8 0
104925 72 8 0
106569 21 8 0
107756 111 8 0
30560 16 6 0
30931 6 16 0
31066 16 6 0
31203 6 16 0
32038 16 6 0
31673 26 45 0
31965 15 45 0
32534 26 15 0
32848 45 26 0
32914 26 45 0
32946 26 26 0
32060 22 54 0
116936 4 3 0
88130 48 48 0
