time idA idB label
0 4 0 1
30143 3 4 0
30165 45 4 0
30728 34 4 0
30798 30 4 0
30835 2 4 3
30980 13 4 0
31639 26 4 0
31857 28 4 0
31988 29 4 0
32048 31 4 2
32049 36 4 0
32191 46 4 2
32203 47 4 1
32494 23 4 2
32591 14 4 3
32877 37 4 0
33256 11 4 0
33487 9 4 0
33563 51 4 0
34133 56 4 2
34329 54 4 0
34588 18 4 0
35016 27 4 0
35274 17 4 0
35491 5 4 2
35606 15 4 0
35828 25 4 0
36426 55 4 2
36886 44 4 2
37173 21 4 0
37367 19 4 0
37611 38 4 0
37632 48 4 0
37637 42 4 0
38298 53 4 2
38683 52 4 0
38875 10 4 0
39025 32 4 0
39325 39 4 0
39571 22 4 2
39644 24 4 0
39679 40 4 0
40126 35 4 0
40323 50 4 3
40396 43 4 0
40547 1 4 0
41591 33 4 0
41602 33 4 2
41968 20 4 2
41999 49 4 0
42089 41 4 0
42161 6 4 0
30560 8 3 0
30931 3 8 0
31066 8 3 0
31203 3 8 0
32038 8 3 0
31673 16 26 0
31965 7 26 0
32534 16 7 0
32848 26 16 0
32914 16 26 0
32946 16 16 0
32060 12 29 0
