 time idA idB label
0 0 1 0 1
1 54 20 1 0
2 81 38 1 0
3 87 4 1 0
4 91 36 1 2
5 118 19 1 0
6 120 31 1 2
7 130 17 1 0
8 250 34 1 3
9 289 7 1 2
10 311 12 1 0
11 354 9 1 0
12 396 25 1 0
13 403 18 1 0
14 408 11 1 0
15 415 27 1 0
16 440 6 1 0
17 511 29 1 0
18 564 22 1 0
19 679 13 1 0
20 754 5 1 0
21 784 10 1 0
22 908 35 1 0
23 912 30 1 0
24 1042 40 1 1
25 1138 14 1 0
26 1404 16 1 0
27 1434 2 1 0
28 1440 32 1 0
29 1587 28 1 0
30 1811 23 1 0
31 1869 8 1 0
32 1907 3 1 3
33 1943 26 1 0
34 2742 24 1 0
35 2919 37 1 0
36 2992 15 1 0
37 1229 39 4 0
38 2923 33 4 0
39 236 21 19 0
40 322 7 7 0
41 420 9 9 0
