 time idA idB label
0 0 25 0 1
1 61 16 25 0
2 68 29 25 1
3 88 30 25 0
4 180 23 25 0
5 437 29 25 0
6 912 21 25 1
7 1313 7 25 1
8 9331 19 25 1
9 14779 3 25 0
10 20159 5 25 0
11 23965 15 25 0
12 36302 11 25 1
13 44159 8 25 3
14 46269 10 25 0
15 77927 24 25 0
16 112238 2 25 0
17 156675 28 25 0
18 161674 12 25 0
19 171512 32 25 0
20 270466 17 25 0
21 288165 26 25 0
22 354384 6 25 0
23 381341 13 25 0
24 543090 20 25 0
25 545260 18 25 1
26 555013 22 25 0
27 6156 1 16 0
28 12880 4 16 0
29 545094 9 4 0
30 33502 14 29 0
31 78389 27 24 1
32 78650 24 27 0
33 78777 27 24 0
34 78821 27 24 0
35 78816 24 27 0
36 558509 31 22 0
