time idA idB label
0 16 0 1
200 17 16 0
232 7 16 0
461 9 16 3
501 6 16 3
647 5 16 3
2387 2 16 0
6290 1 16 0
6403 3 16 3
9115 14 16 0
9174 14 16 0
26757 11 16 3
80119 4 16 0
334 12 17 0
578 16 17 0
394 17 12 0
552 12 17 3
674 17 12 0
898 12 17 0
961 12 17 0
987 12 17 0
1037 12 17 0
1472 17 12 0
1560 12 17 0
1833 17 12 3
1888 17 12 0
2018 17 12 0
2050 17 12 0
1909 12 17 0
1941 12 17 3
2138 12 17 0
2224 12 17 0
556 16 7 0
659 7 16 0
1174 7 16 0
1551 16 7 0
1769 7 16 3
634 16 9 0
663 15 9 3
685 15 9 0
46777 8 16 0
786 9 15 0
903 15 9 0
931 15 9 0
971 15 9 0
1040 9 15 2
1122 15 9 1
1173 9 9 0
1200 15 9 0
1236 9 15 1
1728 13 9 3
2370 9 13 0
9722 10 14 1
