 time idA idB label
0 0 1 0 1
1 51 6 1 0
2 84 3 1 0
3 86 4 1 1
4 119 3 1 0
5 198 8 1 0
6 227 2 1 0
7 234 10 1 0
8 240 12 1 0
9 347 11 1 0
10 436 12 1 0
11 479 9 1 0
12 521 7 1 0
13 374 11 3 0
14 559 9 3 0
15 1018 3 9 0
16 1041 3 9 0
17 1118 9 3 0
18 1178 3 9 0
19 666 7 8 0
20 453 11 10 0
21 646 11 10 0
22 751 7 10 0
23 1140 10 11 0
24 1420 5 11 0
25 1656 11 10 0
26 1845 10 11 0
27 2017 14 10 0
28 2253 11 10 0
29 2114 14 14 0
30 2153 10 14 2
31 2231 10 14 0
32 2456 14 10 0
33 2574 11 10 2
34 2598 11 10 0
35 2594 10 14 0
36 2646 11 14 0
37 2668 14 10 0
38 2735 11 10 0
39 2866 10 11 0
40 3225 11 10 0
41 3337 10 11 0
42 2780 10 11 0
43 2890 14 10 0
44 2920 11 10 0
45 2979 14 10 0
46 3061 10 11 0
47 3212 14 10 0
48 2680 10 11 0
49 2731 14 10 0
50 2830 11 10 0
51 2980 10 11 0
52 3055 14 10 0
53 3096 11 10 0
54 3142 10 14 2
55 3272 14 10 2
56 2482 11 10 0
57 2598 14 11 0
58 2393 10 11 0
59 2689 11 10 0
60 1718 10 5 0
61 2300 11 10 0
62 2343 11 10 0
63 2524 10 11 0
64 1614 10 11 0
65 2380 11 10 0
66 1488 10 7 0
67 1666 7 10 0
68 708 11 12 0
69 2174 12 11 2
70 2521 11 12 0
71 2944 12 11 0
72 3155 11 12 0
73 1551 13 12 0
74 1869 12 13 2
