time idA idB label
0 10 0 1
52 5 10 2
406 23 10 0
440 4 10 0
497 34 10 0
557 16 10 0
658 24 10 0
865 15 10 0
1061 31 10 0
1081 24 10 0
1220 17 10 0
1411 9 10 3
1991 20 10 0
2023 28 10 0
2085 13 10 0
3198 1 10 0
3209 27 10 0
3275 18 10 0
3805 21 10 0
4042 19 10 2
4286 30 10 2
5929 35 10 0
6036 14 10 2
7146 6 10 0
7421 11 10 2
7875 12 10 3
9209 8 10 0
9777 26 10 0
12067 36 10 0
12202 32 10 0
15035 29 10 0
15883 33 10 1
25825 2 10 0
27413 22 10 0
12187 36 4 0
30409 3 15 0
1967 25 9 3
18735 7 9 2
2027 9 25 0
