 time idA idB label
0 0 11 0 1
1 30143 9 11 0
2 30165 104 11 0
3 30728 79 11 0
4 30798 69 11 0
5 30835 8 11 3
6 30980 29 11 0
7 31639 54 11 0
8 31857 65 11 0
9 31988 66 11 0
10 32048 71 11 2
11 32049 83 11 0
12 32191 107 11 2
13 32203 110 11 1
14 32494 47 11 2
15 32591 31 11 3
16 32877 84 11 0
17 33256 24 11 0
18 33487 22 11 0
19 33563 119 11 0
20 34133 136 11 2
21 34329 126 11 0
22 34588 36 11 0
23 35016 60 11 0
24 35274 34 11 0
25 35491 14 11 2
26 35606 32 11 0
27 35828 53 11 0
28 36426 134 11 2
29 36886 101 11 2
30 37173 43 11 0
31 37367 40 11 0
32 37611 89 11 0
33 37632 112 11 0
34 37637 95 11 0
35 38298 125 11 2
36 38683 123 11 0
37 38875 23 11 0
38 39025 72 11 0
39 39325 91 11 0
40 39571 46 11 2
41 39644 50 11 0
42 39679 93 11 0
43 40126 80 11 0
44 40323 118 11 3
45 40396 99 11 0
46 40547 4 11 0
47 41591 77 11 0
48 41602 77 11 2
49 41968 42 11 2
50 41999 113 11 0
51 42089 94 11 0
52 42161 16 11 0
53 42328 131 11 0
54 42433 51 11 2
55 42528 121 11 2
56 42570 25 11 2
57 43172 135 11 0
58 43494 111 11 2
59 43535 15 11 0
60 44461 105 11 3
61 44607 114 11 0
62 44843 102 11 0
63 45082 81 11 0
64 45270 124 11 2
65 46404 35 11 0
66 46545 19 11 3
67 46638 2 11 2
68 47678 64 11 0
69 48268 17 11 0
70 48309 108 11 0
71 48639 133 11 0
72 48666 129 11 2
73 49441 120 11 0
74 49500 128 11 2
75 49630 68 11 1
76 49741 106 11 0
77 50135 115 11 0
78 51574 88 11 0
79 52006 63 11 0
80 52894 92 11 0
81 53960 49 11 0
82 54295 117 11 0
83 55055 39 11 3
84 56414 3 11 3
85 56630 103 11 0
86 57234 98 11 0
87 58848 78 11 0
88 59267 76 11 2
89 59830 55 11 0
90 62383 37 11 2
91 62436 56 11 0
92 62886 41 11 0
93 63168 73 11 0
94 64769 67 11 2
95 65386 59 11 0
96 66247 90 11 2
97 67535 10 11 2
98 68061 45 11 0
99 68114 97 11 0
100 70552 132 11 0
101 71167 132 11 0
102 71619 38 11 0
103 71826 109 11 2
104 72538 75 11 2
105 74977 116 11 2
106 76102 70 11 0
107 76458 44 11 3
108 77002 100 11 0
109 84853 12 11 1
110 88107 57 11 0
111 97567 74 11 0
112 102904 96 11 0
113 104925 86 11 0
114 106569 27 11 0
115 107756 127 11 0
116 122186 5 11 0
117 138649 87 11 2
118 140874 61 11 3
119 160821 62 11 0
120 185186 130 11 3
121 190773 6 11 0
122 201215 30 11 0
123 207665 122 11 0
124 210429 48 11 0
125 245610 26 11 0
126 319735 52 11 0
127 392499 82 11 0
128 404127 85 11 0
129 441300 13 11 0
130 498381 137 11 2
131 542030 1 11 0
132 554940 138 11 0
133 1776838 58 11 2
134 1883575 18 11 0
135 30560 21 9 0
136 30931 9 21 0
137 31066 21 9 0
138 31203 9 21 0
139 32038 21 9 0
140 31673 33 54 0
141 31965 20 54 0
142 32534 33 20 0
143 32848 54 33 0
144 32914 33 54 0
145 32946 33 33 0
146 32060 28 66 0
147 116936 7 4 0
148 120499 4 7 0
149 121126 7 4 0
150 130159 4 7 0
151 130692 7 4 0
152 88130 57 57 0
