 time idA idB label
0 0 19 0 1
1 273 16 19 2
2 337 2 19 0
3 667 4 19 0
4 693 4 19 0
5 1077 16 19 0
6 1696 1 19 0
7 1704 11 19 3
8 1751 20 19 0
9 1770 5 19 0
10 1792 17 19 1
11 1826 14 19 0
12 2201 22 19 0
13 3065 9 19 0
14 3597 12 19 0
15 4362 7 19 3
16 1661 3 2 1
17 1989 2 3 0
18 3780 15 3 0
19 3850 2 15 0
20 3884 15 15 0
21 3927 19 15 3
22 3090 21 4 0
23 3201 4 21 1
24 3251 21 4 0
25 3428 4 21 1
26 3148 18 16 0
27 3850 16 18 0
28 3980 18 16 3
29 3542 13 1 0
30 1731 6 11 0
31 1747 1 11 0
32 1777 11 6 0
33 1876 10 20 0
34 1911 20 10 0
35 1941 10 20 1
36 2260 8 22 0
