time idA idB label
0 3 0 1
143 1 3 0
172 6 3 2
299 8 3 1
404 8 3 1
429 2 3 2
446 9 3 2
808 5 6 1
4681 13 8 1
4799 12 8 1
5826 7 8 0
4775 8 13 0
4856 13 8 0
5116 8 13 1
5048 8 12 0
5299 12 8 0
5385 8 12 0
5818 12 12 0
5894 7 12 0
5955 8 7 3
6195 12 7 2
6339 7 8 0
847 5 8 1
1367 10 8 0
2233 4 8 0
1872 8 5 3
2066 5 8 0
2147 8 5 0
1945 8 10 0
2141 10 8 2
2190 10 8 0
2249 8 10 3
2284 8 10 0
2336 8 10 3
2451 10 8 0
2563 10 8 0
2598 10 8 0
2524 8 10 0
2706 10 8 3
2938 8 10 0
3103 10 8 1
2766 8 10 0
2914 10 8 0
2941 10 8 0
2497 11 8 0
2693 8 11 1
2450 8 10 0
2573 8 4 0
2904 4 8 1
