time idA idB label
0 3 0 1
30143 2 3 0
30165 36 3 0
30728 29 3 0
30798 26 3 0
30835 1 3 3
30980 11 3 0
31639 22 3 0
31857 24 3 0
31988 25 3 0
32048 27 3 2
32049 30 3 0
32191 37 3 2
32203 38 3 1
32494 20 3 2
32591 12 3 3
32877 31 3 0
33256 9 3 0
33487 7 3 0
33563 40 3 0
34133 45 3 2
34329 43 3 0
34588 16 3 0
35016 23 3 0
35274 15 3 0
35491 4 3 2
35606 13 3 0
35828 21 3 0
36426 44 3 2
36886 35 3 2
37173 18 3 0
37367 17 3 0
37611 32 3 0
37632 39 3 0
37637 34 3 0
38298 42 3 2
38683 41 3 0
38875 8 3 0
39025 28 3 0
39325 33 3 0
39571 19 3 2
30560 6 2 0
30931 2 6 0
31066 6 2 0
31203 2 6 0
32038 6 2 0
31673 14 22 0
31965 5 22 0
32534 14 5 0
32848 22 14 0
32914 14 22 0
32946 14 14 0
32060 10 25 0
