 time idA idB label
0 0 4 0 1
1 90 5 4 2
2 168 2 4 0
3 420 14 4 0
4 1116 6 4 0
5 1701 8 4 3
6 3047 1 4 3
7 3125 7 4 0
8 4524 3 4 3
9 3002 4 8 0
10 4312 9 4 0
11 6279 8 4 3
12 3112 4 1 0
13 3723 4 7 0
14 3728 4 7 2
15 21797 11 7 0
16 3824 7 4 0
17 3857 7 4 0
18 17654 12 7 0
19 17685 12 12 0
20 18004 7 12 2
21 18160 12 7 0
22 18197 12 12 3
23 18489 7 12 0
24 18598 7 12 2
25 19293 12 7 0
26 19300 12 12 0
27 10005 13 7 1
28 22331 4 11 0
29 23310 10 11 0
30 22503 11 4 2
31 22945 4 11 2
32 24099 7 4 0
33 4966 4 3 0
34 4997 3 4 3
35 5035 4 3 0
36 5060 3 4 0
